"Protein.identifier"	"Contig.id"	"Start"	"Stop"	"Strand"	"Gene.symbol"	"Sequence.name"	"Scope"	"Element.type"	"Element.subtype"	"Class"	"Subclass"	"Method"	"Target.length"	"Reference.sequence.length"	"X..Coverage.of.reference.sequence"	"X..Identity.to.reference.sequence"	"Alignment.length"	"Accession.of.closest.sequence"	"Name.of.closest.sequence"	"HMM.id"	"HMM.description"	"ID"
"81"	"MPPPKALP_03427"	1	3558213	3558461	"+"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"ARS12"
"82"	"MPPPKALP_03790"	1	3910134	3911141	"+"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS12"
"83"	"MPPPKALP_04110"	1	4224365	4226671	"-"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	768	788	100	96.57	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS12"
"84"	"MPPPKALP_04141"	1	4257122	4259758	"-"	"gyrA_D87G"	"Salmonella quinolone/triclosan resistant GyrA"	"core"	"AMR"	"POINT"	"QUINOLONE/TRICLOSAN"	"QUINOLONE/TRICLOSAN"	"POINTP"	878	878	100	99.77	878	"WP_001281271.1"	"DNA gyrase subunit A GyrA"	NA	NA	"ARS12"
"85"	"MPPPKALP_04395"	1	4539496	4541688	"-"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS12"
"86"	"MPPPKALP_04566"	1	4724277	4725392	"+"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"ARS12"
"87"	"MPPPKALP_04567"	1	4725473	4729129	"+"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS12"
"88"	"MPPPKALP_04658"	2	24391	25605	"+"	"floR"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL/FLORFENICOL"	"BLASTP"	404	404	100	99.5	404	"WP_000214119.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NF000219.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"ARS12"
"89"	"MPPPKALP_04661"	2	26205	27404	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTP"	399	399	100	100	399	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	"NF012193.0"	"tetracycline efflux MFS transporter Tet(A)"	"ARS12"
"90"	"MPPPKALP_04664"	2	28740	29576	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"NF012171.0"	"APH(6)-I family aminoglycoside O-phosphotransferase"	"ARS12"
"91"	"MPPPKALP_04665"	2	29576	30379	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"ARS12"
"92"	"MPPPKALP_04666"	2	30440	31255	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"ARS12"
"93"	"MPPPKALP_04673"	2	35712	36527	"+"	"aph(3')-Ia"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTP"	271	271	100	100	271	"WP_000018329.1"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"NF033059.2"	"APH(3')-I family aminoglycoside O-phosphotransferase"	"ARS12"
"94"	"MPPPKALP_04677"	2	39515	39751	"-"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"HMM"	78	78	100	78.21	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"ARS12"
"95"	"MPPPKALP_04678"	2	39748	40110	"-"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"HMM"	120	121	100	82.64	121	"AAC38221.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"ARS12"
"96"	"MPPPKALP_04680"	2	40786	41562	"-"	"blaTEM"	"TEM family class A beta-lactamase"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"BLASTP"	258	286	90.21	99.61	258	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	"NF033103.1"	"class A beta-lactamase"	"ARS12"
"97"	"MPPPKALP_04683"	2	43562	43798	"-"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	78	78	100	97.44	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"ARS12"
"98"	"MPPPKALP_04684"	2	43795	44160	"-"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	121	121	100	100	121	"AAA88370.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"ARS12"
"99"	"MPPPKALP_04685"	2	44272	44910	"-"	"merB"	"organomercurial lyase MerB"	"plus"	"STRESS"	"METAL"	"MERCURY"	"ORGANOMERCURY"	"EXACTP"	212	212	100	100	212	"AAA88369.1"	"organomercurial lyase MerB"	"NF033555.1"	"organomercurial lyase MerB"	"ARS12"
"100"	"MPPPKALP_04686"	2	44925	46610	"-"	"merA"	"mercury(II) reductase"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	561	561	100	92.69	561	"ACU65296.1"	"mercury(II) reductase"	"TIGR02053.1"	"mercury(II) reductase"	"ARS12"
"101"	"MPPPKALP_04687"	2	46682	46957	"-"	"merP"	"mercury resistance system periplasmic binding protein MerP"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	91	91	100	100	91	"AAA98223.1"	"mercury resistance system periplasmic binding protein MerP"	"TIGR02052.1"	"mercury resistance system periplasmic binding protein MerP"	"ARS12"
"102"	"MPPPKALP_04688"	2	46973	47323	"-"	"merT"	"mercuric transport protein MerT"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	116	116	100	100	116	"AAA98222.1"	"mercuric transport protein MerT"	NA	NA	"ARS12"
"103"	"MPPPKALP_04689"	2	47395	47829	"+"	"merR"	"mercury resistance transcriptional regulator MerR"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	144	144	100	100	144	"AAA98221.1"	"mercury resistance transcriptional regulator MerR"	"NF010315.0"	"mercury resistance transcriptional regulator MerR"	"ARS12"
"104"	"MPPPKALP_04747"	3	18625	19275	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"ARS12"
"105"	"PCGJNMBJ_00201"	1	210904	211602	"+"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS13"
"106"	"PCGJNMBJ_00952"	1	993130	995187	"+"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS13"
"107"	"PCGJNMBJ_00983"	1	1022822	1023658	"+"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS13"
"108"	"PCGJNMBJ_01078"	1	1112085	1115741	"-"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS13"
"109"	"PCGJNMBJ_01251"	1	1299542	1301734	"+"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS13"
"110"	"PCGJNMBJ_01535"	1	1614532	1616838	"+"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	768	788	100	96.57	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS13"
"111"	"PCGJNMBJ_01860"	1	1931398	1932405	"-"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS13"
"112"	"PCGJNMBJ_02613"	1	2684798	2685331	"+"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS13"
"113"	NA	1	2700748	2701431	"+"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"ARS13"
"114"	"PCGJNMBJ_03613"	1	3670984	3671448	"-"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"ARS13"
"115"	"PCGJNMBJ_03614"	1	3671445	3673748	"-"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"ARS13"
"116"	"PCGJNMBJ_03615"	1	3674025	3675251	"+"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"ARS13"
"117"	"PCGJNMBJ_03616"	1	3675248	3678415	"+"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"ARS13"
"118"	"PCGJNMBJ_04744"	2	33112	33927	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"ARS13"
"119"	"KENACJLO_00222"	1	235208	237514	"-"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	768	788	100	96.57	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS14"
"120"	"KENACJLO_00507"	1	550312	552504	"-"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS14"
"121"	"KENACJLO_00680"	1	736305	739961	"+"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS14"
"122"	"KENACJLO_00775"	1	828388	829224	"-"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS14"
"123"	"KENACJLO_00806"	1	856859	858916	"-"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS14"
"124"	"KENACJLO_01556"	1	1640446	1641144	"-"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS14"
"125"	"KENACJLO_02833"	1	3015164	3018331	"-"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"ARS14"
"126"	"KENACJLO_02834"	1	3018328	3019554	"-"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"ARS14"
"127"	"KENACJLO_02835"	1	3019831	3022134	"+"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"ARS14"
"128"	"KENACJLO_02836"	1	3022131	3022595	"+"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"ARS14"
"129"	NA	2	584166	584849	"-"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"ARS14"
"130"	"KENACJLO_03661"	2	600266	600799	"-"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS14"
"131"	"KENACJLO_04414"	2	1353192	1354199	"+"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS14"
"132"	"KENACJLO_04557"	3	39180	40325	"-"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEP"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	"NF000191.1"	"CMY-2 family class C beta-lactamase"	"ARS14"
"133"	"KENACJLO_04594"	3	68666	69481	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"ARS14"
"134"	"PAEICFGK_00832"	1	906468	909635	"-"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"ARS15"
"135"	"PAEICFGK_00833"	1	909632	910858	"-"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"ARS15"
"136"	"PAEICFGK_00834"	1	911135	913438	"+"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"ARS15"
"137"	"PAEICFGK_00835"	1	913435	913899	"+"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"ARS15"
"138"	NA	1	1875481	1876164	"-"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"ARS15"
"139"	"PAEICFGK_01824"	1	1891581	1892114	"-"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS15"
"140"	"PAEICFGK_02224"	1	2300670	2300918	"+"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"ARS15"
"141"	"PAEICFGK_02587"	1	2652466	2653473	"+"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS15"
"142"	"PAEICFGK_02759"	1	2805182	2805976	"+"	"aph(3')-IIa"	"aminoglycoside O-phosphotransferase APH(3')-IIa"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTP"	264	264	100	100	264	"WP_000572405.1"	"aminoglycoside O-phosphotransferase APH(3')-IIa"	"NF032898.2"	"APH(3')-II family aminoglycoside O-phosphotransferase"	"ARS15"
"143"	NA	1	2805997	2806374	"+"	"ble"	"bleomycin binding protein BLMT"	"core"	"AMR"	"AMR"	"BLEOMYCIN"	"BLEOMYCIN"	"EXACTX"	126	126	100	100	126	"WP_000131935.1"	"bleomycin binding protein BLMT"	NA	NA	"ARS15"
"144"	"PAEICFGK_02761"	1	2806374	2807216	"+"	"aph(6)-Ic"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	280	280	100	100	280	"WP_000116906.1"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"NF000011.2"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"ARS15"
"145"	"PAEICFGK_02915"	1	2972523	2974889	"-"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	788	788	100	99.11	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS15"
"146"	"PAEICFGK_03201"	1	3287705	3289897	"-"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS15"
"147"	"PAEICFGK_03372"	1	3472486	3473601	"+"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"ARS15"
"148"	"PAEICFGK_03373"	1	3473682	3477338	"+"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS15"
"149"	"PAEICFGK_03467"	1	3565626	3566462	"-"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.64	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS15"
"150"	"PAEICFGK_03498"	1	3594097	3596154	"-"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS15"
"151"	"PAEICFGK_03746"	1	3855146	3855940	"+"	"aph(3')-IIa"	"aminoglycoside O-phosphotransferase APH(3')-IIa"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTP"	264	264	100	100	264	"WP_000572405.1"	"aminoglycoside O-phosphotransferase APH(3')-IIa"	"NF032898.2"	"APH(3')-II family aminoglycoside O-phosphotransferase"	"ARS15"
"152"	NA	1	3855961	3856338	"+"	"ble"	"bleomycin binding protein BLMT"	"core"	"AMR"	"AMR"	"BLEOMYCIN"	"BLEOMYCIN"	"EXACTX"	126	126	100	100	126	"WP_000131935.1"	"bleomycin binding protein BLMT"	NA	NA	"ARS15"
"153"	"PAEICFGK_03748"	1	3856338	3857180	"+"	"aph(6)-Ic"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	280	280	100	100	280	"WP_000116906.1"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"NF000011.2"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"ARS15"
"154"	"PAEICFGK_04260"	1	4385089	4385787	"-"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS15"
"155"	"PAEICFGK_04671"	2	18629	19279	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"ARS15"
"156"	"PAEICFGK_04742"	3	10800	11594	"+"	"aph(3')-IIa"	"aminoglycoside O-phosphotransferase APH(3')-IIa"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTP"	264	264	100	100	264	"WP_000572405.1"	"aminoglycoside O-phosphotransferase APH(3')-IIa"	"NF032898.2"	"APH(3')-II family aminoglycoside O-phosphotransferase"	"ARS15"
"157"	NA	3	11615	11992	"+"	"ble"	"bleomycin binding protein BLMT"	"core"	"AMR"	"AMR"	"BLEOMYCIN"	"BLEOMYCIN"	"EXACTX"	126	126	100	100	126	"WP_000131935.1"	"bleomycin binding protein BLMT"	NA	NA	"ARS15"
"158"	"PAEICFGK_04744"	3	11992	12834	"+"	"aph(6)-Ic"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	280	280	100	100	280	"WP_000116906.1"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"NF000011.2"	"aminoglycoside O-phosphotransferase APH(6)-Ic"	"ARS15"
"159"	"PAEICFGK_04754"	3	21958	22818	"+"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEP"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	"NF000531.2"	"TEM family class A beta-lactamase"	"ARS15"
"160"	"PAEICFGK_04755"	3	23182	23985	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"ARS15"
